StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Subject,Mood2_1,RavenInstTimeDelay_First Click,RavenInstTimeDelay_Last Click,RavenInstTimeDelay_Page Submit,RavenInstTimeDelay_Click Count,RavenRespD1,RavenRespD2,RavenRespD3,RavenRespD4,RavenRespD5,RavenRespD6,RavenRespD7,RavenRespD8,RavenRespD9,RavenRespD10,RavenRespD11,RavenRespD12,RavenRespE1,RavenRespE2,RavenRespE3,RavenRespE4,RavenRespE5,RavenRespE6,RavenRespE7,RavenRespE8,RavenRespE9,RavenRespE10,RavenRespE11,RavenRespE12,RavenTimeCutoff_First Click,RavenTimeCutoff_Last Click,RavenTimeCutoff_Page Submit,RavenTimeCutoff_Click Count,Subject - Topics
10/10/2017 16:53,10/10/2017 17:01,IP Address,128.206.28.182,100,467,TRUE,10/10/2017 17:01,R_2rpSHknLya0driU,,,,,38.95170593,-92.33409882,anonymous,EN,68,6,5.459,64.575,65.582,3,3,4,3,7,8,6,5,4,1,2,5,7,7,6,8,2,1,5,1,1,8,4,6,3,2.245,391.528,392.43,33,
10/10/2017 16:50,10/10/2017 17:02,IP Address,128.206.28.32,100,709,TRUE,10/10/2017 17:02,R_1eEmNOAuvqlGjpX,,,,,38.95170593,-92.33409882,anonymous,EN,66,7,21.76,91.049,97.653,4,3,4,3,5,8,6,5,4,1,5,5,7,7,6,8,2,1,5,1,5,7,8,,,3.722,586.283,600.006,25,
10/11/2017 10:53,10/11/2017 11:00,IP Address,128.206.28.32,100,439,TRUE,10/11/2017 11:00,R_qUXDRalzB22ysCt,,,,,38.95170593,-92.33409882,anonymous,EN,69,7,3.313,37.784,44.133,2,3,4,3,7,8,6,5,4,1,2,3,7,7,6,8,2,1,5,4,6,5,2,6,8,2.164,382.156,382.779,31,
10/11/2017 10:56,10/11/2017 11:06,IP Address,128.206.28.182,100,620,TRUE,10/11/2017 11:06,R_20ZCKbUBt6QErVu,,,,,38.95170593,-92.33409882,anonymous,EN,71,6,2.864,69.243,108.564,3,3,4,3,7,8,6,5,4,1,2,3,7,7,6,8,2,7,5,1,6,5,4,6,5,2.035,494.52,496.005,27,
10/11/2017 10:59,10/11/2017 11:07,IP Address,128.206.28.1,100,462,TRUE,10/11/2017 11:07,R_1gNhqepxrhB9VQe,,,,,38.95170593,-92.33409882,anonymous,EN,70,7,5.239,5.239,73.492,1,3,4,3,7,8,6,5,4,1,2,8,5,7,6,8,6,1,3,4,5,1,1,2,5,4.167,369.176,369.903,30,
10/11/2017 12:48,10/11/2017 12:53,IP Address,128.206.28.32,100,334,TRUE,10/11/2017 12:53,R_10C8Hvk99XxdISE,,,,,38.95170593,-92.33409882,anonymous,EN,72,-2,5.128,5.128,32.523,1,3,4,3,7,8,6,5,4,1,5,5,4,8,1,3,8,1,2,3,6,8,7,5,5,8.009,288.671,289.494,37,
10/11/2017 12:53,10/11/2017 13:02,IP Address,128.206.28.1,100,510,TRUE,10/11/2017 13:02,R_2EACsmBQKvuua96,,,,,38.95170593,-92.33409882,anonymous,EN,73,9,4.584,65.21,69.742,4,3,4,3,7,8,6,8,4,1,1,6,8,7,6,8,2,1,5,1,6,3,5,7,2,3.088,422.584,424.222,33,
10/11/2017 14:59,10/11/2017 15:08,IP Address,128.206.28.32,100,532,TRUE,10/11/2017 15:08,R_2YeJ2hzBUaWpV2h,,,,,38.95170593,-92.33409882,anonymous,EN,74,8,63.684,63.684,69.839,1,3,4,3,7,8,6,5,5,1,2,5,6,7,6,2,2,1,5,1,7,5,3,3,1,2.041,453.886,454.812,30,
10/11/2017 14:58,10/11/2017 15:08,IP Address,128.206.28.1,100,624,TRUE,10/11/2017 15:08,R_1oATZ3kLb5uWRmB,,,,,38.95170593,-92.33409882,anonymous,EN,75,6,10.784,27.659,28.504,2,3,4,3,5,8,6,4,4,1,2,5,8,4,3,8,2,1,5,4,6,5,7,5,4,6.533,584.941,585.851,39,
10/11/2017 16:52,10/11/2017 17:02,IP Address,128.206.28.32,100,591,TRUE,10/11/2017 17:02,R_PXnlpyENXZKwQVP,,,,,38.95170593,-92.33409882,anonymous,EN,76,8,7.358,41.79,43.259,2,3,4,3,7,8,6,5,5,1,2,5,6,7,6,8,2,1,5,1,6,8,8,4,5,0.703,536.445,537.722,28,
10/11/2017 16:55,10/11/2017 17:08,IP Address,128.206.28.1,100,749,TRUE,10/11/2017 17:08,R_1dbrIeojoUb5HbH,,,,,38.95170593,-92.33409882,anonymous,EN,77,6,11.084,103.022,131.042,3,3,4,3,7,8,6,5,2,1,2,2,5,7,6,2,2,1,5,1,1,8,6,,,11.623,575.358,600.007,26,
10/12/2017 8:54,10/12/2017 9:00,IP Address,128.206.28.1,100,335,TRUE,10/12/2017 9:00,R_3dSyD0vUshvoX49,,,,,38.95170593,-92.33409882,anonymous,EN,78,-2,10.992,10.992,27.771,1,8,2,4,1,1,1,8,1,3,6,4,,4,5,3,5,5,3,4,5,7,8,8,8,14.216,292.17,293.712,32,
10/12/2017 14:15,10/12/2017 14:22,IP Address,128.206.28.1,100,395,TRUE,10/12/2017 14:22,R_1pxl2RTIlQB2d6H,,,,,38.95170593,-92.33409882,anonymous,EN,80,3,10.079,10.079,30.714,1,3,5,4,7,8,6,5,4,1,5,5,7,7,6,8,5,7,2,1,7,3,7,8,6,26.835,355.899,356.544,30,
10/12/2017 14:13,10/12/2017 14:22,IP Address,128.206.28.32,100,498,TRUE,10/12/2017 14:22,R_1OkkEPlRKFnUYwo,,,,,38.95170593,-92.33409882,anonymous,EN,79,8,8.758,21.533,50.666,2,3,4,3,7,8,6,5,4,1,2,7,7,7,6,8,2,1,5,1,6,3,2,4,4,4.338,434.758,435.581,28,
10/12/2017 14:25,10/12/2017 14:44,IP Address,128.206.28.182,100,1126,TRUE,10/12/2017 14:44,R_ykKZbUR9GNjBeBX,,,,,38.95170593,-92.33409882,anonymous,EN,81,7,418.704,420.888,518.603,2,3,4,3,7,8,6,5,4,1,2,5,8,7,6,8,2,1,5,1,6,3,5,7,,2.62,559.712,600.003,36,
10/12/2017 16:22,10/12/2017 16:29,IP Address,128.206.28.32,100,396,TRUE,10/12/2017 16:29,R_3er81Qx7ifF7xsE,,,,,38.95170593,-92.33409882,anonymous,EN,82,6,8.401,51.745,54.044,4,3,4,3,7,8,6,5,4,1,2,3,7,7,1,8,3,7,7,1,7,2,6,3,7,1.618,324.808,327.15,41,
10/12/2017 16:24,10/12/2017 16:30,IP Address,128.206.28.1,100,368,TRUE,10/12/2017 16:30,R_3PayqmILLjHqVf1,,,,,38.95170593,-92.33409882,anonymous,EN,83,7,18.985,21.393,75.046,2,3,4,3,7,8,6,2,4,2,5,8,2,4,3,2,3,1,5,4,2,8,3,7,2,3.083,281.898,283.607,26,
10/13/2017 12:47,10/13/2017 12:59,IP Address,128.206.28.32,100,686,TRUE,10/13/2017 12:59,R_324ToCqwsFcp7ls,,,,,38.95170593,-92.33409882,anonymous,EN,84,10,18.002,18.698,95.927,2,3,4,3,2,8,6,5,4,2,2,8,7,4,3,2,4,1,5,4,7,5,7,7,3,2.954,571.642,572.856,32,
10/13/2017 12:57,10/13/2017 13:08,IP Address,128.206.28.182,100,604,TRUE,10/13/2017 13:08,R_12bxFEDO4ZiUWXI,,,,,38.95170593,-92.33409882,anonymous,EN,86,9,24.941,75.08,78.464,3,3,4,3,7,8,6,5,5,1,2,2,6,7,6,8,2,1,5,1,1,7,3,3,2,3.765,514.222,515.276,26,
10/13/2017 13:06,10/13/2017 13:16,IP Address,128.206.28.1,100,576,TRUE,10/13/2017 13:16,R_3iEAmgawilS07Sp,,,,,38.95170593,-92.33409882,anonymous,EN,85,4,18.699,21.723,68.801,2,3,4,3,7,8,6,5,4,1,2,2,5,7,6,8,2,1,7,3,6,3,3,6,1,2.162,495.896,498.11,50,
10/13/2017 14:53,10/13/2017 15:00,IP Address,128.206.28.32,100,438,TRUE,10/13/2017 15:00,R_3MnuD5R7ZWDPuQW,,,,,38.95170593,-92.33409882,anonymous,EN,87,5,4.088,26.168,30.549,2,3,4,3,7,8,6,5,4,1,2,5,6,7,5,8,3,7,5,4,3,8,4,6,5,2.975,386.678,390.49,32,
10/13/2017 14:53,10/13/2017 15:01,IP Address,128.206.28.1,100,492,TRUE,10/13/2017 15:01,R_4Hpw45XUcix2jhD,,,,,38.95170593,-92.33409882,anonymous,EN,88,8,2.083,46.915,47.856,4,3,4,4,7,8,6,5,4,1,2,1,2,7,1,8,2,1,5,3,5,5,8,8,2,11.133,427.479,428.469,27,
10/14/2017 14:48,10/14/2017 14:58,IP Address,128.206.28.32,100,591,TRUE,10/14/2017 14:58,R_31o7Q5F1OUQGZb3,,,,,38.95170593,-92.33409882,anonymous,EN,89,8,10.992,13.184,70.942,3,3,4,3,7,8,6,5,4,1,2,5,6,7,3,3,3,4,5,3,7,4,7,6,3,8.951,511.954,512.847,45,
10/14/2017 14:51,10/14/2017 15:00,IP Address,128.206.28.1,100,557,TRUE,10/14/2017 15:00,R_3gZW46IxBr4tnl4,,,,,38.95170593,-92.33409882,anonymous,EN,90,7,14.356,70.045,78.138,3,3,4,3,7,8,5,5,4,1,2,5,6,7,6,8,2,1,5,1,6,7,2,3,5,2.022,462.747,468.745,28,
10/15/2017 14:51,10/15/2017 15:00,IP Address,128.206.28.1,100,558,TRUE,10/15/2017 15:00,R_UT3POfcMjC4IdKp,,,,,38.95170593,-92.33409882,anonymous,EN,92,8,26.953,95.356,96.217,5,3,4,3,7,8,6,5,4,1,2,2,5,7,6,8,2,1,4,8,1,2,7,5,6,5.96,447.313,448.976,32,
10/15/2017 14:55,10/15/2017 15:06,IP Address,128.206.28.182,100,654,TRUE,10/15/2017 15:06,R_2cpV92mok98mReJ,,,,,38.95170593,-92.33409882,anonymous,EN,93,4,19.284,19.284,76.687,1,3,4,3,7,8,6,5,4,1,2,2,8,7,6,8,2,1,5,1,8,4,3,7,2,1.944,564.76,566.18,29,
10/15/2017 14:56,10/15/2017 15:07,IP Address,128.206.28.32,100,684,TRUE,10/15/2017 15:07,R_1LHCAXKo4rYCZf5,,,,,38.95170593,-92.33409882,anonymous,EN,91,8,20.461,68.852,80.36,2,3,4,3,7,8,3,5,4,4,2,6,7,3,3,8,3,1,5,1,1,5,4,3,8,4.239,593.833,595.399,30,
10/16/2017 10:26,10/16/2017 10:38,IP Address,128.206.28.32,100,671,TRUE,10/16/2017 10:38,R_3pc2vR1TXq1lrq6,,,,,38.95170593,-92.33409882,anonymous,EN,94,10,4.638,47.703,56.955,4,3,4,3,7,8,6,5,4,1,2,5,1,7,6,8,2,1,5,1,6,3,2,,,2.934,539.639,600.006,31,
10/16/2017 10:36,10/16/2017 10:46,IP Address,128.206.28.1,100,571,TRUE,10/16/2017 10:46,R_1LzG1FW4c9k9wmv,,,,,38.95170593,-92.33409882,anonymous,EN,95,,47.083,50.578,51.734,3,3,4,3,7,8,6,5,4,1,2,3,8,7,6,8,2,1,5,1,6,3,2,4,1,3.295,503.299,512.058,31,
10/16/2017 12:56,10/16/2017 13:05,IP Address,128.206.28.1,100,560,TRUE,10/16/2017 13:05,R_1IbgIoQB3NHpkEd,,,,,38.95170593,-92.33409882,anonymous,EN,96,7,5.033,5.033,40.253,1,3,4,3,7,8,6,5,4,3,2,3,7,7,6,8,2,1,5,1,6,3,6,7,2,4.338,505.239,506.557,29,
10/16/2017 13:00,10/16/2017 13:10,IP Address,128.206.28.32,100,631,TRUE,10/16/2017 13:10,R_3GlyBO272DUjBAs,,,,,38.95170593,-92.33409882,anonymous,EN,98,-4,3.571,3.571,15.558,1,3,4,3,7,8,1,5,4,4,2,7,8,7,6,8,3,2,1,7,1,7,7,5,,21.661,582.055,600.009,31,
10/16/2017 12:59,10/16/2017 13:11,IP Address,128.206.28.182,100,705,TRUE,10/16/2017 13:11,R_1jKenpkJGdbzrdw,,,,,38.95170593,-92.33409882,anonymous,EN,97,1,4.307,89.715,93.059,2,3,4,3,7,8,6,5,4,1,2,4,7,7,6,8,2,1,5,1,1,8,,,,2.775,549.014,600.003,30,
10/16/2017 14:54,10/16/2017 15:02,IP Address,128.206.28.32,100,463,TRUE,10/16/2017 15:02,R_2X6Q9FKTS7BgIIE,,,,,38.95170593,-92.33409882,anonymous,EN,99,10,14.191,43.543,44.402,4,3,4,3,7,8,6,5,4,2,2,3,8,7,6,8,8,1,5,3,7,1,6,5,3,1.876,409.712,411.405,28,
10/16/2017 16:51,10/16/2017 17:01,IP Address,128.206.28.1,100,609,TRUE,10/16/2017 17:01,R_3JEhtfIyigcNK3t,,,,,38.95170593,-92.33409882,anonymous,EN,101,8,14.101,119.618,191.961,2,3,4,3,7,8,6,5,4,4,2,5,8,7,6,2,3,7,5,3,7,8,1,7,5,2.916,395.637,406.074,32,
10/16/2017 16:52,10/16/2017 17:01,IP Address,128.206.28.32,100,557,TRUE,10/16/2017 17:01,R_BPckaEPypT4EnDz,,,,,38.95170593,-92.33409882,anonymous,EN,100,6,18.518,72.742,76.098,2,3,4,3,7,8,6,5,4,1,2,6,8,7,6,8,2,1,5,5,6,3,2,7,2,3.073,469.366,471.66,25,
10/16/2017 18:43,10/16/2017 18:51,IP Address,128.206.28.32,100,490,TRUE,10/16/2017 18:51,R_276TiXREtdon8oF,,,,,38.95170593,-92.33409882,anonymous,EN,102,8,8.023,8.023,63.778,1,3,4,3,7,8,6,5,4,4,2,5,6,7,6,8,2,1,5,1,6,8,5,2,5,1.861,411.94,414.921,31,
10/16/2017 18:56,10/16/2017 19:08,IP Address,128.206.28.1,100,696,TRUE,10/16/2017 19:08,R_SVMujVS5JMkxqc9,,,,,38.95170593,-92.33409882,anonymous,EN,103,7,10.129,10.129,88.286,1,3,4,3,6,8,6,5,4,1,2,2,7,7,6,8,2,1,5,1,8,1,2,,,3.039,578.696,600.009,32,
10/17/2017 8:48,10/17/2017 8:56,IP Address,128.206.28.32,100,466,TRUE,10/17/2017 8:56,R_3e9USKoOHpS6Luk,,,,,38.95170593,-92.33409882,anonymous,EN,104,7,4.871,43.143,44.771,5,3,4,6,7,8,6,5,4,1,2,8,7,7,6,8,2,1,5,1,3,4,6,5,3,5.339,405.575,406.509,27,
10/17/2017 10:52,10/17/2017 10:57,IP Address,128.206.28.32,100,308,TRUE,10/17/2017 10:57,R_3dZkwnRANvNDgZX,,,,,38.95170593,-92.33409882,anonymous,EN,105,10,3.104,3.104,11.687,1,4,2,3,8,4,3,8,5,2,1,4,3,4,3,2,6,7,5,3,6,5,3,3,6,22.323,276.568,277.542,36,
10/17/2017 10:53,10/17/2017 11:01,IP Address,128.206.28.1,100,474,TRUE,10/17/2017 11:01,R_3MDoZkcLZ0gFUeU,,,,,38.95170593,-92.33409882,anonymous,EN,106,5,4.671,4.671,36.419,1,3,4,3,7,8,6,8,1,1,2,2,5,7,3,2,2,1,5,3,2,3,3,3,2,3.181,417.495,418.269,31,
10/17/2017 10:54,10/17/2017 11:04,IP Address,128.206.28.182,100,602,TRUE,10/17/2017 11:04,R_2WJ5WXFuEqkrL2g,,,,,38.95170593,-92.33409882,anonymous,EN,107,2,5.269,5.269,43.822,1,3,4,3,7,8,6,5,4,4,2,3,6,7,6,8,2,1,7,1,3,3,4,5,4,8.917,537.964,539.192,29,
10/17/2017 12:54,10/17/2017 13:01,IP Address,128.206.28.1,100,414,TRUE,10/17/2017 13:01,R_3MlIzxzkXtGaQ47,,,,,38.95170593,-92.33409882,anonymous,EN,109,6,15.519,15.519,50.658,1,3,4,3,7,8,6,5,4,1,2,5,7,4,6,2,3,1,5,3,8,8,8,6,3,13.637,343.148,343.898,32,
10/17/2017 12:56,10/17/2017 13:03,IP Address,128.206.28.182,100,468,TRUE,10/17/2017 13:03,R_p65CdnWJ7JZJGUh,,,,,38.95170593,-92.33409882,anonymous,EN,110,-6,5.417,5.417,21.743,1,3,2,3,7,8,6,5,8,2,2,3,8,7,6,8,5,1,2,1,6,3,8,7,7,7.943,428.608,430.035,42,
10/17/2017 12:55,10/17/2017 13:06,IP Address,128.206.28.32,100,667,TRUE,10/17/2017 13:06,R_2vcsOZnOe3VAttk,,,,,38.95170593,-92.33409882,anonymous,EN,108,7,3.529,64.697,71.316,5,3,4,3,7,8,6,5,4,1,2,2,6,7,6,8,3,1,5,3,6,5,6,3,1,2.406,571.631,572.637,57,
10/17/2017 14:52,10/17/2017 14:57,IP Address,128.206.28.32,100,273,TRUE,10/17/2017 14:57,R_3gMo8DakegmysKB,,,,,38.95170593,-92.33409882,anonymous,EN,111,6,29.247,67.539,72.722,5,3,4,3,2,8,8,4,4,3,6,,7,4,6,4,6,3,6,3,5,5,2,5,5,2.172,185.38,186.114,35,
10/17/2017 14:50,10/17/2017 14:57,IP Address,128.206.28.182,100,431,TRUE,10/17/2017 14:57,R_sBR0sb9UXh87oFr,,,,,38.95170593,-92.33409882,anonymous,EN,113,6,4.784,4.784,27.853,1,3,4,3,7,8,6,1,4,1,5,2,7,7,6,8,6,2,6,7,2,8,7,1,7,2.793,388.025,389.429,45,
10/17/2017 14:49,10/17/2017 14:58,IP Address,128.206.28.1,100,565,TRUE,10/17/2017 14:58,R_2SdaofZslgaYSMO,,,,,38.95170593,-92.33409882,anonymous,EN,111,8,9.767,51.704,55.108,2,3,4,3,7,2,6,5,4,3,2,5,4,7,6,8,2,1,4,6,8,4,3,3,5,6.586,496.289,497.144,30,
10/17/2017 16:51,10/17/2017 16:57,IP Address,128.206.28.182,100,350,TRUE,10/17/2017 16:57,R_25AQr8jQ6wckREY,,,,,38.95170593,-92.33409882,anonymous,EN,116,10,6.385,6.385,37.751,1,3,4,3,7,8,6,5,4,3,2,4,7,3,1,2,4,1,8,7,6,4,1,3,6,10.322,295.504,296.828,27,
10/17/2017 16:52,10/17/2017 16:58,IP Address,128.206.28.32,100,365,TRUE,10/17/2017 16:58,R_BRQxTnlZ84JLWgN,,,,,38.95170593,-92.33409882,anonymous,EN,114,7,7.993,44.798,45.841,3,3,4,3,7,8,6,5,4,1,5,5,7,7,3,8,2,6,3,6,1,8,4,6,3,1.922,308.051,308.977,41,
10/17/2017 16:52,10/17/2017 17:00,IP Address,128.206.28.1,100,459,TRUE,10/17/2017 17:00,R_1n3gOtYDQyqDsm4,,,,,38.95170593,-92.33409882,anonymous,EN,115,5,26.054,89.91,91.098,10,3,4,3,7,4,6,5,4,1,2,5,7,7,6,8,2,1,5,1,1,5,3,3,4,1.932,357.622,358.348,36,
10/18/2017 10:50,10/18/2017 11:01,IP Address,128.206.28.1,100,649,TRUE,10/18/2017 11:01,R_3qm3YjzciIJ63yl,,,,,38.95170593,-92.33409882,anonymous,EN,118,3,3.528,31.071,36.044,2,3,4,3,7,8,6,5,4,1,2,7,,4,6,8,8,1,5,5,8,8,3,3,4,5.189,592.111,600.008,26,
10/18/2017 10:53,10/18/2017 11:04,IP Address,128.206.28.32,100,662,TRUE,10/18/2017 11:04,R_1N4V6tk9fO08mUH,,,,,38.95170593,-92.33409882,anonymous,EN,117,7,7.242,52.93,53.446,3,3,4,3,7,8,6,8,4,3,2,8,7,7,6,8,2,1,5,8,6,3,2,7,2,4.109,594.41,596.257,32,
10/18/2017 14:51,10/18/2017 15:01,IP Address,128.206.28.1,100,611,TRUE,10/18/2017 15:01,R_30icY6LKtZVJ8Zd,,,,,38.95170593,-92.33409882,anonymous,EN,120,7,70.588,125.407,140.666,10,3,4,3,7,8,6,5,4,1,4,5,4,1,3,8,6,3,4,5,6,5,1,7,5,3.868,457.015,459.222,36,
10/18/2017 14:53,10/18/2017 15:01,IP Address,128.206.28.32,100,511,TRUE,10/18/2017 15:01,R_2zhTkLFctxaYdop,,,,,38.95170593,-92.33409882,anonymous,EN,119,,38.639,38.639,40.742,1,3,4,3,7,8,6,5,4,1,2,8,6,7,6,8,2,1,5,1,1,1,5,3,5,3.05,461.504,462.398,34,
10/18/2017 14:56,10/18/2017 15:04,IP Address,128.206.28.182,100,475,TRUE,10/18/2017 15:04,R_UDyidVOpyAFRPWh,,,,,38.95170593,-92.33409882,anonymous,EN,121,-6,24.498,60.055,61.191,7,3,4,3,7,8,6,5,4,1,1,5,7,7,6,1,3,7,5,1,2,5,1,2,5,2.229,400.073,403.981,49,
10/18/2017 16:47,10/18/2017 16:54,IP Address,128.206.28.32,100,431,TRUE,10/18/2017 16:54,R_1gkKYdFy31Nv5mL,,,,,38.95170593,-92.33409882,anonymous,EN,122,2,8.24,15.999,37.58,3,3,4,3,7,8,6,5,1,1,7,5,8,7,6,8,3,7,7,1,1,7,2,2,3,3.775,382.795,383.345,38,
10/18/2017 16:49,10/18/2017 16:54,IP Address,128.206.28.1,100,308,TRUE,10/18/2017 16:54,R_SH2jKsDu7Byj4vn,,,,,38.95170593,-92.33409882,anonymous,EN,123,-9,10.282,16.12,47.325,2,3,4,3,7,8,5,5,4,1,6,2,5,7,6,4,3,4,4,4,2,7,2,4,6,6.441,248.571,250.898,33,
10/18/2017 16:55,10/18/2017 17:06,IP Address,128.206.28.182,100,654,TRUE,10/18/2017 17:06,R_3MnHLztvRxEVQvp,,,,,38.95170593,-92.33409882,anonymous,EN,124,6,16.228,33.571,43.635,4,3,4,3,7,8,6,5,4,1,2,5,8,7,6,8,6,1,5,1,6,3,6,,,6.602,587.115,600.003,28,
10/18/2017 18:50,10/18/2017 18:57,IP Address,128.206.28.32,100,426,TRUE,10/18/2017 18:57,R_2QrnKv3CtaCR9xq,,,,,38.95170593,-92.33409882,anonymous,EN,125,7,14.341,60.195,67.263,11,3,4,3,7,8,6,5,4,1,2,8,2,7,6,8,2,7,5,5,7,8,3,5,7,2.216,346.228,347.907,35,
10/18/2017 18:51,10/18/2017 19:02,IP Address,128.206.28.1,100,654,TRUE,10/18/2017 19:02,R_3fjAGkBBfwnNPkN,,,,,38.95170593,-92.33409882,anonymous,EN,126,5,8.856,79.328,90.62,18,3,4,3,5,8,6,5,4,1,5,5,7,7,6,8,2,1,5,1,7,3,7,3,1,2.19,551.152,551.902,38,
10/19/2017 8:48,10/19/2017 8:54,IP Address,128.206.28.32,100,373,TRUE,10/19/2017 8:54,R_3Eg3GbnBHLkSSLc,,,,,38.95170593,-92.33409882,anonymous,EN,127,10,6.065,6.065,23.037,1,3,4,3,7,8,6,5,4,1,2,1,7,7,6,8,3,1,7,1,6,7,4,5,4,8.703,329.514,330.28,25,
10/19/2017 9:00,10/19/2017 9:09,IP Address,128.206.28.1,100,560,TRUE,10/19/2017 9:09,R_1OAXi5TuiPDN6xg,,,,,38.95170593,-92.33409882,anonymous,EN,128,9,10.21,10.21,34.188,1,3,3,3,7,8,6,2,4,1,2,2,4,7,6,8,7,6,2,3,8,5,7,6,8,24.845,511.704,513.869,28,
10/19/2017 14:20,10/19/2017 14:31,IP Address,128.206.28.1,100,649,TRUE,10/19/2017 14:31,R_2SI9l8KO6okaceG,,,,,38.95170593,-92.33409882,anonymous,EN,130,6,10.089,12.08,41.736,3,3,3,,7,8,6,5,2,1,2,5,1,3,6,8,2,1,5,1,,,,,,9.865,598.021,600.006,46,
10/19/2017 14:22,10/19/2017 14:33,IP Address,128.206.28.32,100,698,TRUE,10/19/2017 14:33,R_33EjQ6vNcwX2fUx,,,,,38.95170593,-92.33409882,anonymous,EN,129,7,10.604,25.421,91.201,4,3,4,3,7,8,6,5,4,1,2,5,6,7,6,8,2,1,,,,,,,,4.001,564.727,600.004,21,
10/19/2017 16:17,10/19/2017 16:24,IP Address,128.206.28.32,100,374,TRUE,10/19/2017 16:24,R_sGL4YYMXIIbtpBL,,,,,38.95170593,-92.33409882,anonymous,EN,131,7,11.509,69.224,104.901,2,3,4,3,7,8,6,5,4,1,1,3,4,1,3,1,3,7,2,8,7,4,1,1,5,3.438,255.882,256.671,32,
10/19/2017 16:21,10/19/2017 16:26,IP Address,128.206.28.182,100,271,TRUE,10/19/2017 16:26,R_2V4j2k340v9gEWx,,,,,38.95170593,-92.33409882,anonymous,EN,133,2,11.786,40.488,43.648,2,3,4,3,2,8,6,8,4,8,4,2,7,5,6,2,3,7,8,6,3,5,4,3,6,2.28,217.424,219.341,34,
10/19/2017 16:20,10/19/2017 16:29,IP Address,128.206.28.1,100,578,TRUE,10/19/2017 16:29,R_3oTsnlPm96vJyMU,,,,,38.95170593,-92.33409882,anonymous,EN,132,6,12.417,31.702,36.05,2,3,4,3,7,8,6,5,4,1,2,8,8,7,6,8,2,1,5,2,6,3,5,8,3,6.661,532.455,532.766,74,
10/20/2017 12:49,10/20/2017 12:56,IP Address,128.206.28.1,100,379,TRUE,10/20/2017 12:56,R_3h3KbpWgN6HkCKc,,,,,38.95170593,-92.33409882,anonymous,EN,135,1,38.974,64.598,66.242,3,3,4,3,7,8,6,5,4,1,2,2,7,3,6,8,2,1,5,3,6,1,1,3,2,5.547,301.618,303.856,27,
10/20/2017 12:48,10/20/2017 12:59,IP Address,128.206.28.182,100,651,TRUE,10/20/2017 12:59,R_bw8MOdMR1mBoRAR,,,,,38.95170593,-92.33409882,anonymous,EN,136,9,17.842,78.221,78.644,2,3,4,3,7,8,6,5,4,3,2,2,7,7,6,8,2,1,5,1,6,3,6,6,1,3.168,561.779,562.095,41,
10/20/2017 12:53,10/20/2017 13:00,IP Address,128.206.28.32,100,407,TRUE,10/20/2017 13:00,R_1hXAXE4imtmFlmz,,,,,38.95170593,-92.33409882,anonymous,EN,134,8,32.52,46.401,47.453,3,3,4,3,7,8,6,2,4,4,2,3,4,3,3,3,3,7,5,3,1,4,7,5,1,1.757,352.615,353.477,58,
10/20/2017 14:53,10/20/2017 15:04,IP Address,128.206.28.32,100,666,TRUE,10/20/2017 15:04,R_2YtvmQUjFTsVGfS,,,,,38.95170593,-92.33409882,anonymous,EN,137,2,3.87,28.752,53.187,3,3,4,3,7,8,6,5,4,1,2,7,8,7,6,8,2,1,5,,,,,,,3.986,565.03,600.006,23,
10/22/2017 14:53,10/22/2017 14:59,IP Address,128.206.28.1,100,412,TRUE,10/22/2017 14:59,R_1riTLJ15iMc8dH8,,,,,38.95170593,-92.33409882,anonymous,EN,139,7,14.171,62.823,64.874,16,3,4,3,5,8,6,5,4,3,5,2,7,7,6,2,3,1,5,3,6,1,3,1,1,1.663,334.284,337.579,34,
10/22/2017 14:56,10/22/2017 15:02,IP Address,128.206.28.32,100,351,TRUE,10/22/2017 15:02,R_26m40srZ30zdqFi,,,,,38.95170593,-92.33409882,anonymous,EN,138,4,64.346,73.728,76.206,3,3,3,1,7,8,3,5,4,1,2,5,2,1,6,8,2,1,5,1,6,3,6,2,2,2.916,264.872,266.086,32,
10/23/2017 10:28,10/23/2017 10:33,IP Address,128.206.28.32,100,320,TRUE,10/23/2017 10:33,R_3qPSQyPC1YTQMFG,,,,,38.95170593,-92.33409882,anonymous,EN,140,4,7.127,25.843,28.427,5,3,4,3,7,8,6,5,4,4,1,2,1,5,6,8,2,1,5,3,5,3,5,2,1,1.62,282.65,283.817,47,
10/23/2017 10:26,10/23/2017 10:37,IP Address,128.206.28.1,100,690,TRUE,10/23/2017 10:37,R_RJGggb0HfDRRiBb,,,,,38.95170593,-92.33409882,anonymous,EN,141,8,15.508,79.945,81.24,3,3,4,3,7,8,6,2,4,1,2,6,5,7,7,8,2,1,3,1,6,3,2,,,11.048,598.125,600.001,37,
10/23/2017 12:45,10/23/2017 12:47,IP Address,128.206.28.182,100,176,TRUE,10/23/2017 12:47,R_9zzlxdm5Q7wZ4Y1,,,,,38.95170593,-92.33409882,anonymous,EN,144,9,6.218,6.218,36.064,1,,,,,,,,,,,,,,,,,,,,,,,,,3.93,122.148,124.343,18,
