Start Date,End Date,Response Type,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Distribution Channel,User Language,Subject Number:,"Overall, my mood is: - -10 represents ""very unpleasant"", and 10 represents ""very pleasant""",Which would you rather have?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which would you rather have?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which would you rather have?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which would you rather have?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which would you rather have?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which would you rather have?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which would you rather have?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which would you rather have?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which would you rather have?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which would you rather have?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which would you rather have?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which would you rather have?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which would you rather have?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which would you rather have?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which would you rather have?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which would you rather have?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which would you rather have?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which would you rather have?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which would you rather have?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which would you rather have?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which would you rather have?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which would you rather have?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which would you rather have?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which would you rather have?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which would you rather have?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which would you rather have?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which would you rather have?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which would you rather have?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which would you rather have?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which would you rather have?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which would you rather have?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,k value,ED50,Amount,Currency,Commodity
10/16/2017 16:02,10/16/2017 16:03,IP Address,100,61,TRUE,10/16/2017 16:03,R_2b2lE47YuclurNF,anonymous,EN,101,7,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in  3 weeks,3.926,3.926,5.291,1,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,3.56,3.56,4.53,1,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 4 months,4.658,5.225,6.092,2,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 8 months,4.794,4.794,6.382,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 1 year,3.588,3.588,4.447,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001935953,516.5415037,1000,$,
10/16/2017 17:58,10/16/2017 17:59,IP Address,100,55,TRUE,10/16/2017 17:59,R_10VhmrfKhIe7Atf,anonymous,EN,102,9,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in  3 weeks,2.88,2.88,3.674,1,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 2 years,3.227,3.227,3.949,1,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,5.025,5.025,5.724,1,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,4.161,4.161,5.004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 3 years,2.085,2.085,3.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.90E-04,1265.263115,1000,$,
10/16/2017 18:04,10/16/2017 18:05,IP Address,100,86,TRUE,10/16/2017 18:05,R_1mLyyvSyEvXMaSC,anonymous,EN,103,7,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in  3 weeks,6.386,6.386,7.661,1,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,15.033,15.033,16.02,1,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 4 months,9.724,9.724,10.455,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 8 months,7.705,7.705,8.516,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 1 year,4.424,4.424,5.643,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001935953,516.5415037,1000,$,
10/17/2017 8:04,10/17/2017 8:06,IP Address,100,91,TRUE,10/17/2017 8:06,R_3RwSBJp6HRAeQje,anonymous,EN,104,7,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in  3 weeks,12.657,12.657,13.717,1,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,3.526,3.526,4.603,1,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 4 months,10.829,10.829,12.144,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,2.017,2.017,3.283,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,5.458,5.458,6.277,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006705787,149.1249355,1000,$,
10/17/2017 10:03,10/17/2017 10:04,IP Address,100,61,TRUE,10/17/2017 10:04,R_3kGGgLXO1Ih6N0B,anonymous,EN,105,10,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in  3 weeks,7.452,7.452,8.879,1,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,5.328,5.328,6.042,1,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,3.122,3.122,3.836,1,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 2 months,2.31,4.702,5.393,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,3.507,3.507,4.127,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013411573,74.56246777,1000,$,
10/17/2017 10:04,10/17/2017 10:05,IP Address,100,63,TRUE,10/17/2017 10:05,R_1IgltqlGALlBrLX,anonymous,EN,106,4,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in  3 weeks,4.445,4.445,5.337,1,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,4.428,4.428,5.527,1,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,2.828,3.765,4.647,2,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,3.82,3.82,4.679,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 1 month,6.858,6.858,7.829,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023229526,43.04866084,1000,$,
10/17/2017 10:04,10/17/2017 10:05,IP Address,100,60,TRUE,10/17/2017 10:05,R_8dJRWdMqLGE3NQd,anonymous,EN,107,2,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in  3 weeks,7.343,7.343,8.533,1,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,6.022,6.022,6.916,1,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,3.112,3.112,3.909,1,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,2.362,2.362,3.288,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 1 month,2.173,2.173,3.372,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023229526,43.04866084,1000,$,
10/17/2017 12:03,10/17/2017 12:05,IP Address,100,91,TRUE,10/17/2017 12:05,R_1PUJOyjv25JRypx,anonymous,EN,108,7,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in  3 weeks,7.222,7.222,10.201,1,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,4.169,4.169,5.356,1,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,11.478,11.478,12.464,1,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 2 months,5.061,5.061,6.44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,2.717,2.717,5.495,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013411573,74.56246777,1000,$,
10/17/2017 12:04,10/17/2017 12:05,IP Address,100,76,TRUE,10/17/2017 12:05,R_1H7dIpU2KgOyKTo,anonymous,EN,109,6,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in  3 weeks,6.248,6.248,8.324,1,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,8.528,8.528,9.547,1,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 4 months,4.231,4.231,5.113,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 8 months,3.31,3.31,4.225,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 1 year,4.513,4.913,5.62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001935953,516.5415037,1000,$,
10/17/2017 12:04,10/17/2017 12:06,IP Address,100,74,TRUE,10/17/2017 12:06,R_2CV8WUfZf5tUYQf,anonymous,EN,110,0,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,19.227,19.227,20.458,1,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 1 day,4.835,4.835,5.72,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,5.516,5.516,6.465,1,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,3.933,3.933,4.73,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,3.956,3.956,4.579,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.816496581,1.224744871,1000,$,
10/17/2017 13:59,10/17/2017 14:00,IP Address,100,71,TRUE,10/17/2017 14:00,R_1Kg5fMMV4QhmXGG,anonymous,EN,111,6,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in  3 weeks,5.826,5.826,6.733,1,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,4.543,4.543,5.362,1,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 4 months,3.636,4.21,5.014,2,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 8 months,3.653,4.58,5.28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 1 year,2.774,2.774,3.633,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001935953,516.5415037,1000,$,
10/17/2017 14:01,10/17/2017 14:03,IP Address,100,72,TRUE,10/17/2017 14:03,R_2whjyoGNhG2FVky,anonymous,EN,112,9,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in  3 weeks,4.227,4.227,5.397,1,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,4.716,4.716,5.543,1,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 4 months,4.742,4.742,5.761,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,2.812,2.812,3.998,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 6 months,3.431,3.431,4.185,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004741707,210.8945063,1000,$,
10/17/2017 14:02,10/17/2017 14:03,IP Address,100,65,TRUE,10/17/2017 14:03,R_21spmLQ4V6PuJvf,anonymous,EN,113,7,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in  3 weeks,2.912,2.912,3.68,1,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,6.008,6.008,7.029,1,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 4 months,5.045,5.045,5.884,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 8 months,2.894,9.005,9.932,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,7.213,7.213,7.931,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003353031,298.2376234,1000,$,
10/17/2017 16:03,10/17/2017 16:04,IP Address,100,61,TRUE,10/17/2017 16:04,R_PUs9HCPsgGzQNtT,anonymous,EN,116,10,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in  3 weeks,4.717,4.717,5.749,1,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,3.046,3.046,3.843,1,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 4 months,4.37,4.37,5.825,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,2.316,2.94,3.681,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,2.876,2.876,3.569,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006705787,149.1249355,1000,$,
10/17/2017 16:04,10/17/2017 16:05,IP Address,100,71,TRUE,10/17/2017 16:05,R_2dnJ8aISCTT6WNS,anonymous,EN,115,9,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in  3 weeks,4.66,4.66,5.543,1,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 2 years,5.265,5.265,6.027,1,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 8 years,2.735,2.735,3.601,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 18 years,2.357,2.357,3.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 25 years,1.854,1.854,3.568,1,,,,,,,,,,,,,,,,,,,,,,,,,,1.10E-04,9131.25,1000,$,
10/17/2017 16:04,10/17/2017 16:05,IP Address,100,68,TRUE,10/17/2017 16:05,R_2TpY1eXl7Ki8H4q,anonymous,EN,114,8,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in  3 weeks,3.628,3.628,4.599,1,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 2 years,5.489,5.489,6.31,1,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,2.78,2.78,4.336,1,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,2.157,2.157,3.224,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 3 years,2.745,2.745,6.004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.90E-04,1265.263115,1000,$,
10/18/2017 10:05,10/18/2017 10:06,IP Address,100,82,TRUE,10/18/2017 10:06,R_27dQm5TJZhux4Ta,anonymous,EN,117,7,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in  3 weeks,7.568,7.568,8.796,1,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,4.272,4.272,5.171,1,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 4 months,8.235,8.235,9.182,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 8 months,4.121,4.121,5.446,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,5.333,5.333,6.255,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003353031,298.2376234,1000,$,
10/18/2017 10:05,10/18/2017 10:06,IP Address,100,58,TRUE,10/18/2017 10:06,R_1dzBnGGxx1SaCi6,anonymous,EN,118,3,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in  3 weeks,2.05,2.05,3.765,1,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 2 years,2.445,2.445,4.04,1,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,2.3,2.3,3.055,1,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,1.771,1.771,4.198,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 3 years,4.729,4.729,5.253,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.90E-04,1265.263115,1000,$,
10/18/2017 14:02,10/18/2017 14:03,IP Address,100,53,TRUE,10/18/2017 14:03,R_1PSs7vbhHqnSNdW,anonymous,EN,120,7,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in  3 weeks,2.947,3.707,4.062,2,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 2 years,5.625,5.625,6.676,1,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,2.522,2.522,3.155,1,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 4 years,5.215,5.85,6.218,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 5 years,4.057,4.057,4.739,1,,,,,,,,,,,,,,,,,,,,,4.33E-04,2310.043831,1000,$,
10/18/2017 14:03,10/18/2017 14:05,IP Address,100,116,TRUE,10/18/2017 14:05,R_3fkrbkScaJmUiDC,anonymous,EN,119,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in  3 weeks,5.427,5.427,6.726,1,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 2 years,5.245,5.245,6.048,1,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 8 years,13.193,13.193,14.22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,4.186,4.186,5.037,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,7.383,7.383,9.419,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79E-04,3578.704514,1000,$,
10/18/2017 14:07,10/18/2017 14:08,IP Address,100,61,TRUE,10/18/2017 14:08,R_1DBFaOtxaDQM8Ki,anonymous,EN,121,-5,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in  3 weeks,2.737,2.737,4.287,1,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 2 years,3.514,3.514,4.792,1,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,3.254,3.254,4.187,1,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 4 years,2.837,2.837,3.65,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 5 years,1.572,2.129,3.424,2,,,,,,,,,,,,,,,,,,,,,4.33E-04,2310.043831,1000,$,
10/18/2017 15:59,10/18/2017 16:00,IP Address,100,67,TRUE,10/18/2017 16:00,R_3nGTKTGVLjhBoj1,anonymous,EN,122,2,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in  3 weeks,5.478,5.478,7.675,1,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,5.849,6.897,8.795,2,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 4 months,2.772,2.772,3.455,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 8 months,2.991,2.991,3.946,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 1 year,3.994,3.994,4.693,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001935953,516.5415037,1000,$,
10/18/2017 16:00,10/18/2017 16:02,IP Address,100,78,TRUE,10/18/2017 16:02,R_8dgFU6SdP1r8IRX,anonymous,EN,124,8,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in  3 weeks,3.55,4.766,5.797,3,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 2 years,2.738,5.379,6.073,3,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,3.931,6.084,7.482,3,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,1.569,4.36,5.998,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,1.733,3.853,4.916,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001117723,894.6761286,1000,$,
10/18/2017 16:01,10/18/2017 16:02,IP Address,100,63,TRUE,10/18/2017 16:02,R_2Va5AjeotNGqGa9,anonymous,EN,123,9,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in  3 weeks,4.948,4.948,5.775,1,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,4.559,4.559,5.378,1,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 4 months,5.774,5.774,6.528,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,3.604,3.604,4.526,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,1.95,3.077,3.44,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006705787,149.1249355,1000,$,
10/18/2017 18:00,10/18/2017 18:01,IP Address,100,56,TRUE,10/18/2017 18:01,R_vHN54AkqZaulxaF,anonymous,EN,125,8,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in  3 weeks,2.324,2.324,4.055,1,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,2.855,2.855,3.633,1,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} now,5.858,7.545,8.349,2,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 2 months,1.654,1.654,3.409,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} in 3 months,2.952,2.952,3.681,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009483414,105.4472532,1000,$,
